Sample,gyr_y_Autocorrelation,gyr_y_Centroid,gyr_y_Curve distance,gyr_y_Fundamental frequency,gyr_y_Histogram_0,gyr_y_Histogram_1,gyr_y_Histogram_2,gyr_y_Histogram_3,gyr_y_Histogram_4,gyr_y_Histogram_5,gyr_y_Histogram_6,gyr_y_Histogram_7,gyr_y_Histogram_8,gyr_y_Histogram_9,gyr_y_Interquartile range,gyr_y_Kurtosis,gyr_y_Linear regression,gyr_y_Max,gyr_y_Max power spectrum,gyr_y_Maximum frequency,gyr_y_Maximum peaks,gyr_y_Mean,gyr_y_Mean absolute deviation,gyr_y_Mean absolute diff,gyr_y_Mean diff,gyr_y_Median,gyr_y_Median absolute deviation,gyr_y_Median absolute diff,gyr_y_Median diff,gyr_y_Median frequency,gyr_y_Min,gyr_y_Minimum peaks,gyr_y_Root mean square,gyr_y_Signal distance,gyr_y_Skewness,gyr_y_Spectral centroid,gyr_y_Spectral decrease,gyr_y_Spectral kurtosis,gyr_y_Spectral maximum peaks,gyr_y_Spectral roll-off,gyr_y_Spectral roll-on,gyr_y_Spectral skewness,gyr_y_Spectral slope,gyr_y_Spectral spread,gyr_y_Spectral variation,gyr_y_Standard Deviation,gyr_y_Sum absolute diff,gyr_y_Total energy,gyr_y_Variance,gyr_y_Zero crossing rate
445,67.2250517120006,0.5669854257681752,-2208.4053367336574,3.1746031746031744,0.0,0.0,0.0,0.0,0.0,0.09803921568627443,0.931372549019608,2.009803921568628,1.323529411764706,0.6372549019607845,0.42713454636443976,-0.7976581106690457,-0.0251545711462419,1.265130614858017,0.45854223137414324,32.53968253968254,27.0,0.6646471734937746,0.23947882962441402,0.08575739923292328,-0.0004862276818286837,0.6032602075311817,0.19431386793345784,0.06778762543759509,-0.0018686451911917867,5.555555555555555,0.12309011746628325,26.0,0.7247038819407584,127.78574875834069,0.48204946200479726,10.267861258726443,-0.37589456281041517,4.4057596796428955,18.0,32.53968253968254,0.7936507936507936,1.4111994476656862,-0.13015889860485144,111.03115941866821,0.8183739315676434,0.2888595701491316,10.891189702581256,52.933111584252444,0.08343985126674107,0.0
446,54.01184873466978,0.62475034448369,-1828.2919015945579,2.380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.8771929824561406,2.7631578947368425,0.9210526315789476,0.4385964912280703,0.21250518276813513,0.8272865304088182,0.056650055408851645,1.3044834576407751,0.2460219608061171,39.682539682539684,27.0,0.599403328334448,0.18768886696358902,0.06704852200720662,0.00485849638738521,0.5273192269699953,0.11410304239285263,0.05130706920318251,-0.0025301104057623425,7.142857142857142,0.2162035730097236,28.0,0.6495903079938983,127.55575164536496,1.1850819027789887,12.062866934580544,-0.416714199382484,3.9934730214238985,24.0,39.682539682539684,1.5873015873015872,1.3750310578210507,-0.10738630045780656,146.57052232508323,0.8435952805264401,0.2503661682839628,8.51516229491524,42.52901475170849,0.06268321822119359,0.0
447,50.123765337205455,0.5654709193429369,-1802.8439639904038,8.73015873015873,0.0,0.0,0.0,0.0,0.0,0.04385964912280698,0.9210526315789476,3.1578947368421058,0.6140350877192984,0.26315789473684215,0.20541993134595832,1.2648111658411976,-0.0060186002806512815,1.3044834576407751,0.39986824932564696,38.095238095238095,26.0,0.5768959447724766,0.1777061061693931,0.07372174930221537,0.005627139512221079,0.5093324374829398,0.08692149446782785,0.052218190960705346,-0.005470936326077536,8.73015873015873,0.18616280628759874,25.0,0.6257730552659787,127.70726187648656,1.3993140914728874,12.672224527633894,-0.31474757028887246,3.775444890077757,22.0,38.095238095238095,0.7936507936507936,1.2449457827911252,-0.10574524380959437,140.5220634795973,0.8294512146528168,0.2424520274239612,9.362662161381351,39.467531761579096,0.05878298560198924,0.0
448,45.186589716365916,0.572602111443176,-1906.1709292690603,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.04385964912280698,1.4912280701754388,2.8947368421052637,0.4385964912280703,0.13157894736842107,0.1801840366391722,1.7060818683737322,-0.026038442488258616,1.281601768912701,0.5668934756459593,39.682539682539684,22.0,0.5377667965355851,0.178826236695786,0.0715445616141952,-0.00646503585304926,0.46698667819612993,0.09097092232324414,0.05331773235387327,-0.011394952287606341,8.73015873015873,0.18616280628759874,23.0,0.5941550573369789,127.61757136840393,1.6057083896350173,12.325891981319081,-0.41111136273365445,4.018206178251158,20.0,39.682539682539684,0.7936507936507936,1.3354487191060027,-0.11189551829093505,144.66687422627163,0.7924054105184452,0.25264026738222733,9.086159325002791,35.57999190265033,0.06382710470296332,0.0
449,50.6816800791361,0.579481051035781,-1173.946259539454,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.5952380952380953,1.7460317460317465,2.2222222222222228,0.4365079365079366,0.23725903961732742,0.19991249928359878,-0.0038619983242236425,1.149175621650753,0.39664234137847043,38.095238095238095,28.0,0.6070363237988151,0.13116715001937862,0.0827698343604831,0.002337600051828512,0.6105850301998296,0.11700642651192442,0.0692698680638808,0.010550809783750226,10.317460317460316,0.24215056380044322,28.0,0.6292460771576178,127.70581927307819,0.30683524792683564,14.18764988604753,-0.019767849918946742,3.029183016718429,19.0,38.095238095238095,1.5873015873015872,0.9349000366287705,-0.06857706022304726,143.85619977928206,0.6633552798471357,0.16570312974434392,10.511768963781353,39.90683470798118,0.027457527207070877,0.0
450,43.06158985648908,0.6270912041641091,-1330.7756375064262,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.039999999999999966,1.2000000000000002,1.9600000000000004,1.3600000000000003,0.4400000000000001,0.25666461243463806,0.10268366862754075,0.022520080568507676,1.1222694056864806,0.15017497418608128,37.3015873015873,25.0,0.5497158814752778,0.15106344431588342,0.06793815221176,0.0007805929523195198,0.5091323014536409,0.11801607932834199,0.057521938290366226,0.010550809783750226,7.936507936507936,0.1892162221750813,25.0,0.5800160952541067,127.51268520913565,0.7269307318164385,12.443749799006683,-0.24247306612330688,3.6450666955866855,21.0,37.3015873015873,1.5873015873015872,1.1831033911627489,-0.07809788543806911,132.84639917069143,0.8584184453110624,0.18501654090291278,8.62814533089352,33.906763666526835,0.03423112040767919,0.0
451,63.7503182953728,0.744878042282987,-2061.9226823745776,6.349206349206349,0.0,0.0,0.0,0.0,0.0,0.0892857142857142,1.205357142857143,1.5625000000000002,1.0267857142857146,1.1160714285714288,0.4703280141818349,-0.8188536341925516,0.11405945032912251,1.3589639040772095,0.3625748597560887,34.12698412698413,22.0,0.6520678255070782,0.2352823218312073,0.08836682184936509,0.0021143767582623386,0.6039121063159832,0.21371317547095353,0.07142512020494607,0.009340352217792613,7.142857142857142,0.16529163161092178,23.0,0.7057261237070652,127.81904783002764,0.4071436830022767,11.105339809037256,-0.25207619976812523,4.643050362623213,17.0,34.12698412698413,0.7936507936507936,1.4079826435468312,-0.12134376645389573,110.87942348672517,0.7147479203139223,0.26992019676391527,11.222586374869367,50.197101019978575,0.07285691262107072,0.0
452,76.51970258637681,0.5504093642662453,-2361.784483604612,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.04901960784313721,1.0294117647058827,1.6176470588235297,1.2254901960784317,1.07843137254902,0.5005446967345064,-0.9317522921693655,-0.026206984217116137,1.3589639040772095,0.39339152481190226,34.92063492063492,20.0,0.7130170884716808,0.2571869846419518,0.09448266474576078,0.003991637607897529,0.6709208054000201,0.2456065907623113,0.07757698468858892,0.0008307334171316905,7.142857142857142,0.16529163161092178,20.0,0.7731818521254034,127.9503267615033,0.39828333504450525,10.835088477204323,-0.1694144561554072,5.017553905099555,18.0,34.92063492063492,0.7936507936507936,1.5358860342340988,-0.1390603022022002,113.01867662135534,0.7423778805039063,0.29902643361989983,11.99929842271162,60.25173431998176,0.08941680800343636,0.0
453,63.519391693510556,0.5084296658192003,-2061.369225262289,3.968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,1.037735849056604,2.5000000000000004,1.1792452830188682,0.28301886792452835,0.3133802685916885,0.043271494917466846,-0.05569286793928577,1.3779926000003884,0.43626985862922313,35.714285714285715,20.0,0.6428485790086058,0.22960035067185608,0.08283088882474497,-0.0018827098085174585,0.5347829596559972,0.13013810001994142,0.06492379005939147,-0.007403276768505607,7.936507936507936,0.27174916236554797,20.0,0.7044467670488319,127.80286022783783,1.0994629338656987,10.928450701233729,-0.6999052787567177,5.093113241638708,19.0,35.714285714285715,1.5873015873015872,1.5737239918395243,-0.12135127796706781,108.02834854232077,0.8303626815547711,0.2880815024817935,10.519522880742612,50.015269050008314,0.08299095207216757,0.0
454,60.16073673297841,0.5586827630367452,-2040.6741183634756,6.349206349206349,0.0,0.0,0.0,0.0,0.0,0.0,1.0714285714285716,1.6964285714285716,1.8303571428571435,0.40178571428571436,0.3081491910687625,0.28664870163017,-0.019377760116324607,1.3779926000003884,0.10548156202146776,38.888888888888886,22.0,0.6344429088974772,0.20055547572475158,0.09121523358611663,-0.003957234990106581,0.6066730597129042,0.15818331364679927,0.06668603092939818,-0.003128774910972909,7.936507936507936,0.20083521225675113,22.0,0.6855696578221602,127.94021786391892,0.8240405338256322,12.333339490125958,-0.04206829027233676,3.993327043412855,16.0,38.888888888888886,0.7936507936507936,1.3194603925217987,-0.11978907505880942,135.39955620260218,0.6524866627563208,0.2597844319355978,11.584334665436813,47.370658844864884,0.06748795107610125,0.0
455,66.4523451384236,0.6065591306150074,-2080.2901713289475,3.968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.84070796460177,1.4601769911504427,1.8584070796460181,0.84070796460177,0.35662101112783434,0.3358769722074113,-0.0013627832201219422,1.4906239076078263,0.32182642903487524,37.3015873015873,23.0,0.6691283571007373,0.20923663330951187,0.10033347496986093,0.004018572323916677,0.6367894028073973,0.1782486771625893,0.07028086230522429,-0.0022628556042933456,7.936507936507936,0.20083521225675113,23.0,0.7205268533468647,128.1823432904726,0.7270722804775551,12.629228761406322,0.04187433676726704,3.8777960188061207,21.0,37.3015873015873,1.5873015873015872,1.259333335481671,-0.12203119168176393,130.0322230545812,0.4975354121533918,0.26725678310868467,12.742351321172338,52.32468121135715,0.07142618811760251,0.0
456,75.96428487115448,0.5252584325361337,-2162.988523511985,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407409,1.9907407407407414,1.1574074074074077,1.1111111111111114,0.43166195173099436,0.08937453609388912,-0.04208715497234623,1.5671869215457206,0.3534990167413982,35.714285714285715,23.0,0.7055332695965496,0.2521060656707844,0.11559758315283264,0.00020060576977761285,0.6338679044164017,0.19520834962706418,0.09441161550133825,-0.01182505127565564,8.73015873015873,0.2458911248251288,23.0,0.7703706741276529,128.3758474270535,0.8890961684078492,12.0422958604347,-0.6503929704584034,4.370831954687839,21.0,35.714285714285715,1.5873015873015872,1.359511076708459,-0.12705065098687116,113.53339864120488,0.4689581702364354,0.3093441142939312,14.680893060409746,59.81439753634212,0.09569378104829679,0.0
457,70.01429581556721,0.48364770348738073,-2249.64411378068,6.349206349206349,0.0,0.0,0.0,0.0,0.0,0.0,1.0810810810810814,1.666666666666667,1.2612612612612615,0.9909909909909912,0.42240793480827055,0.2349591567625402,-0.058317057095018,1.5671869215457206,0.17773552466744022,36.507936507936506,22.0,0.6753811912203511,0.243318404021202,0.11436138189811786,-0.003323163976848279,0.6343244249688067,0.20542766017906489,0.10023436216170101,-0.010523384922127121,8.73015873015873,0.2458911248251288,22.0,0.7395854825908353,128.2335464417814,0.8882582169094518,11.816818334751314,-0.560513975371245,4.45572927803874,19.0,36.507936507936506,1.5873015873015872,1.4087573759512328,-0.1322040118289444,121.63517778130958,0.5909956670019566,0.30140824906577846,14.523895501060968,55.12936678391119,0.09084693260489834,0.0
458,74.66625866514693,0.4957212198287153,-1863.5155819795732,3.1746031746031744,0.0,0.0,0.0,0.0,0.0,0.04424778761061943,0.4867256637168143,1.2389380530973453,1.5929203539823011,1.6371681415929207,0.3539315817204465,-0.4527520772677476,-0.08469668898726967,1.256937747590264,0.1321595199464843,35.714285714285715,22.0,0.7251479640541002,0.1986429774489265,0.10124642874194652,-0.0024516786240914223,0.7112742217797963,0.1730351040147453,0.07524102456964044,0.009337851207994463,9.523809523809524,0.18380321006874725,21.0,0.7637605291067746,128.04845124108652,0.0679141060931749,12.538836350303402,-0.3133106819469038,3.4820623004189293,21.0,35.714285714285715,0.7936507936507936,1.0965701621794368,-0.10933822162314846,124.09866903367984,0.6156440074492985,0.23977192506557926,12.858296450227208,58.79232965759601,0.057490576049653755,0.0
459,56.55924929319701,0.56846560324724,-1364.6200659452952,6.349206349206349,0.0,0.0,0.0,0.0,0.0,0.0,0.5200000000000001,1.8800000000000006,1.4800000000000002,1.1200000000000003,0.27320834310181075,-0.5667748165252897,-0.015413027948415547,1.0395409363437287,0.2044551056635334,36.507936507936506,23.0,0.6384690412692198,0.1515967810562804,0.1013683502883903,0.001018130217646949,0.6167689417895983,0.1329341977712844,0.083492768214395,0.008253961037417157,11.11111111111111,0.2026455190332061,23.0,0.6647323785577934,128.09426266767062,0.0006235569095353325,14.55629352296923,-0.15133941731497386,2.7487559796029615,22.0,36.507936507936506,1.5873015873015872,0.7973667593305646,-0.07962285270680641,128.03614067818492,0.44852360239999556,0.18500383359234743,12.873780486625567,44.53484196314725,0.03422641844386498,0.0
460,88.81576170209308,0.7540273588088928,-2044.9423265257335,6.349206349206349,0.0,0.0,0.0,0.0,0.0,0.0,0.31250000000000006,1.7187500000000002,1.979166666666667,0.9895833333333335,0.4119031539013467,-0.027586598324608858,0.10545169035221737,1.6048698661230063,0.2652406092626847,34.12698412698413,23.0,0.7840794329461958,0.22882989005513577,0.12085816379928102,-0.00013854602170416,0.7110599765959482,0.1778466591015861,0.09496385425401455,0.010240560464863768,9.523809523809524,0.2026455190332061,24.0,0.8329904791158194,128.54474819817025,0.5942959049055562,12.792269941942134,-0.15514281231817517,3.0337264173169878,20.0,34.12698412698413,0.7936507936507936,0.8772918126759763,-0.11991090903022206,121.49151255594862,0.732614500603064,0.28123403266385527,15.348986802508689,69.93367063156936,0.07909258112837442,0.0
461,98.7908765300364,0.5691889801639408,-2493.93592820346,3.1746031746031744,0.0,0.0,0.0,0.0,0.0,0.0,0.5882352941176472,1.470588235294118,2.1764705882352944,0.7647058823529413,0.5154589187677321,-0.6668474575330334,-0.04782066593015435,1.6048698661230063,0.558640166009581,35.714285714285715,19.0,0.8169998549431794,0.2718403001452915,0.1215734733863266,0.00042606696764945016,0.7521408624937617,0.2564204919967389,0.08584690319493288,0.012157497061744849,9.523809523809524,0.2032004901589583,18.0,0.8785236040601923,128.67043211840672,0.31891402053078716,12.154099025402203,-0.4097431767488968,4.07960645153068,17.0,35.714285714285715,0.7936507936507936,1.2474252962335852,-0.14645431674914594,123.98509601311784,0.753267118536975,0.32297826538907093,15.439831120063477,77.78809175593418,0.10431495991373313,0.0
462,67.74916700078717,0.5863237733793154,-1936.1270512931283,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.7079646017699116,1.7699115044247793,1.6371681415929207,0.8849557522123896,0.3325909168143335,0.5531074869555397,0.018893275231054232,1.5416701040551168,0.14687937261340064,38.888888888888886,22.0,0.6771604051028672,0.20826034984541922,0.10630951075791116,0.0033389537098469815,0.6605594281083758,0.1659830434029519,0.08146721738537954,0.004342876299949006,10.317460317460316,0.2032004901589583,21.0,0.7275234478651872,128.29068365986495,0.7522914682847878,13.210999634570129,-0.21590909691718682,3.832267719200185,21.0,38.888888888888886,1.5873015873015872,1.2336875408429222,-0.11341127654574015,139.31206895344175,0.6856366737374462,0.26597773018538706,13.501307866254717,53.34580078802139,0.07074415295457057,0.0
463,73.99737938047667,0.6409014343299395,-2054.9709982874865,4.761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.4661016949152544,1.5254237288135595,1.6525423728813564,1.3559322033898307,0.29640510847344637,2.1410134179818403,0.027481175164532166,1.6394159120567693,0.38843536106940874,36.507936507936506,25.0,0.7141172122322792,0.19204329498964667,0.10711372768047256,-0.002461566722995212,0.7107245851014902,0.16558068307098445,0.08981720519274217,-0.0018587656204951397,7.936507936507936,0.2120803380056385,24.0,0.7603318528182113,128.2813686133307,1.0596956307846312,12.739859592845036,-0.11869603877773613,3.3500965409895582,18.0,36.507936507936506,0.7936507936507936,1.0727711424679292,-0.12051419948305377,132.8631540144228,0.7007668036859114,0.2610385672722943,13.603443415420015,58.265653055493445,0.0681411336035721,0.0
464,86.19228019628738,0.5953440316099038,-2462.994730696215,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.43269230769230776,2.0192307692307696,1.2500000000000002,1.2980769230769234,0.40828336495264095,0.4473671282591787,-0.007319536850313689,1.6799819499257107,0.15359886345790444,36.507936507936506,23.0,0.7573957207660942,0.2513003588716466,0.12056368522026478,-0.0028596453452947937,0.7058067168260053,0.19731695247361597,0.09656928689577893,0.004410143455105875,7.936507936507936,0.2218804838849999,23.0,0.8205956306448964,128.52170373151122,0.9275546553949062,11.920305508749372,0.061103973540032955,4.259798307039859,20.0,36.507936507936506,0.7936507936507936,1.3401602139031072,-0.1447103594252083,120.59334186457784,0.6118597434676514,0.3157988461009696,15.311588022973627,67.867937162431,0.09972891119870388,0.0
465,82.73791357143253,0.6347831418978447,-2654.3377764250654,6.349206349206349,0.0,0.0,0.0,0.0,0.0,0.049999999999999954,0.6000000000000001,2.7500000000000004,1.0000000000000002,0.6000000000000001,0.46854900412155853,1.0422661940421323,0.005724088845458891,1.9595432793560696,0.36542710120636895,36.507936507936506,26.0,0.7193930673299823,0.2873964243185956,0.12519148604288324,0.0023061987900420745,0.5656501429273206,0.1467926409037667,0.09145059015186496,-0.006308090225654039,7.142857142857142,0.19097401535673417,25.0,0.8039837994492282,128.7098980352531,1.2442795675407392,11.620251904279879,-0.48463560965300184,4.102669251863458,18.0,36.507936507936506,1.5873015873015872,1.3206334247470268,-0.15604971134766155,118.26594635463411,0.7141389173024724,0.35897571568892545,15.899318727446172,65.14796344207285,0.12886356445437624,0.0
466,44.05929933608985,0.29916072813672634,-2519.5785863179913,5.555555555555555,0.0,0.0,0.0,0.0,0.0,1.4655172413793092,1.7241379310344833,0.9913793103448278,0.517241379310345,0.30172413793103453,0.4019438773035276,2.0704403747000955,-0.17228404197197014,1.7549195535087478,0.1926585330482408,34.92063492063492,25.0,0.4731368529724515,0.26800748478019765,0.07309084797761352,-0.0031053347518926596,0.36442779597008546,0.18814030958018388,0.04476117038356488,-0.011612698567774471,4.761904761904762,0.11271065087271326,26.0,0.5866969201071384,127.70363404702451,1.4998786720112223,9.562004811737449,-0.09710478066097346,5.012551593122923,20.0,34.92063492063492,0.7936507936507936,1.6379724423407727,-0.1486681961136968,116.60533571059781,0.855235574288933,0.34692188518818873,9.282537693156916,34.69236168196051,0.12035479442252679,0.0
467,7.107677458540476,0.47028721134801227,-598.8674400453062,6.349206349206349,0.0,0.0,0.0,0.0,0.0,2.9687499999999973,1.8750000000000004,0.15625000000000003,0.0,0.0,0.17445761663902695,0.15434270938921113,-0.03237271058956126,0.5895830058549598,0.18608608159760637,44.44444444444444,33.0,0.2114299816292216,0.08606635425581852,0.037406854760538705,-0.002987794322284749,0.17966419956473745,0.058829401812420704,0.025657254436744076,-0.0026499849691691557,10.317460317460316,0.037536457260822394,34.0,0.23564534823511257,127.1878406459026,0.8840037338954974,15.93963091322095,0.04824064319724516,2.236875640687199,19.0,44.44444444444444,0.7936507936507936,0.7526823421749013,-0.03476315347693508,216.95797749913817,0.8683248470176379,0.10404851278665384,4.750670554588416,5.596596424047618,0.010826093013114468,0.0
468,4.094208662388301,0.520253544062712,-625.4868114251617,4.761904761904762,0.0,0.0,0.0,0.0,0.0,3.632812499999997,1.3671875000000002,0.0,0.0,0.0,0.11094779073663373,-0.000614825308426159,-0.021770556429790925,0.39513634770207895,0.30999256700183586,42.06349206349206,27.0,0.1558629521840661,0.07099217151705273,0.02750409937136199,-0.00122136449370947,0.1286744821777504,0.053095995760959046,0.01776914073326341,-0.0024482391234465495,7.936507936507936,0.03379025104659196,27.0,0.17884631719694036,127.09713455026447,0.8816133455187395,12.746442996525088,0.11954607631809368,3.823048343211103,18.0,42.06349206349206,0.7936507936507936,1.2855575599464635,-0.036681223203087886,155.36759534090012,0.7364137723773128,0.0877082967077581,3.493020620162973,3.2237863483372444,0.007692745311376129,0.0
469,2.3167983359753053,0.47155263841413364,-482.4322507105874,3.968253968253968,0.0,0.0,0.0,0.0,0.0,4.3749999999999964,0.6250000000000001,0.0,0.0,0.0,0.1053624240177063,0.276253966825307,-0.016401237458052248,0.33364926199225264,0.45152223390752355,36.507936507936506,20.0,0.11542556831165832,0.05694058381421667,0.020054618334840082,-0.0010935912984199147,0.09789178224110356,0.04883145094471203,0.013726187795448055,-0.0022433469482546764,7.142857142857142,0.03372400142210888,21.0,0.1345361921558919,127.0489857096552,0.9345500025320833,11.5983792237368,-0.28146600637550706,4.29526134210211,15.0,36.507936507936506,0.7936507936507936,1.3320070892239582,-0.028363667744098753,126.35700723001736,0.5859909926627745,0.06911530351331588,2.5469365285246903,1.8242506582482718,0.004776925179737775,0.0
470,1.998840892183272,0.6853557193033879,-387.24950801900565,4.761904761904762,0.0,0.0,0.0,0.0,0.0,4.687499999999996,0.31250000000000006,0.0,0.0,0.0,0.0846657020576718,-0.5199456270589886,0.017352180713457736,0.257396591958012,0.13013397752581118,33.33333333333333,21.0,0.1128740943409271,0.044133383193797296,0.01643870593226103,0.000713020903298625,0.10419229752112023,0.04492359935208841,0.010203079922826194,0.0016370628055605574,7.936507936507936,0.03372400142210888,21.0,0.12496377263103821,127.03795818243006,0.49512029164972887,11.653284055692042,-0.2630408478921361,4.7108846824596675,19.0,33.33333333333333,1.5873015873015872,1.4056931751564457,-0.02276504078978445,108.7143332050345,0.5792268180189075,0.05362260061669242,2.087715653397151,1.573890466286041,0.002875383296897302,0.0
471,1.4857368836531777,0.5054974976215236,-347.6054734107401,2.380952380952381,0.0,0.0,0.0,0.0,0.0,4.804687499999996,0.19531250000000006,0.0,0.0,0.0,0.07102337484024462,-0.40317815235254306,-0.014273989046981995,0.22488233664388915,0.8734098326875883,31.746031746031743,20.0,0.09477255588761843,0.040933678394150255,0.010030313957156999,-0.0001758387514958013,0.09342440811449204,0.040401201781432194,0.007794475350011945,0.0006561340055818918,3.968253968253968,0.016214262540509772,21.0,0.10773727026215418,127.01178540735657,0.5714348467941192,8.729045578647442,-0.5121627608431233,5.332651759326324,22.0,31.746031746031743,0.7936507936507936,1.6870043499316616,-0.020535614063361497,104.39831945876394,0.9227653143715335,0.051239457979848815,1.273849872558939,1.169871561931636,0.0026254820540686924,0.0
472,1.1296958741278758,0.7504271718843744,-299.4942056647749,6.349206349206349,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.06238328999326271,-0.8585906302629356,0.01270002405575813,0.1705184905531136,0.2864455255845345,34.92063492063492,20.0,0.08448632245481355,0.03422036256305967,0.009371795256567393,-0.00042644701460062284,0.08333158192441342,0.03354571426585673,0.007247650348732239,-0.0005467607317021922,5.555555555555555,0.016214262540509772,21.0,0.09394545766892633,127.01006822761751,0.27242947567837383,9.719829573550982,-0.1895603703327244,5.113156523234281,18.0,34.92063492063492,0.7936507936507936,1.6800821444005067,-0.01766736216337544,120.13303988872615,0.7770489722644842,0.041082968912741664,1.190217997584059,0.8895243103369098,0.0016878103346852978,0.0
473,1.1852435246607729,0.4666431408575224,-287.7425279444075,7.936507936507936,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.044638411562331295,-0.537029043554885,-0.014231925950514845,0.1705184905531136,0.17075882256411087,34.92063492063492,20.0,0.088598536264022,0.03046644917918663,0.010260133357647505,-0.00039194524069078354,0.0835020224850441,0.023601530381813663,0.008015955283417694,0.00023011143297893555,6.349206349206349,0.01852627520607678,21.0,0.09622741312335216,127.01124107133843,0.3129876598418576,10.034661785981218,-0.45967188420993155,5.265545343283491,22.0,34.92063492063492,0.7936507936507936,1.664525132353264,-0.01696553918265852,110.94789519467334,0.6269829004394476,0.03755015856537845,1.303036936421233,0.9332626178431283,0.0014100144082850646,0.0
474,0.7274093313666976,0.6213975149130407,-265.7233226236799,3.1746031746031744,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.039823084553823496,1.2870137751460362,-0.0016939665839776424,0.18276763787299694,0.18588258309279534,37.3015873015873,22.0,0.06705497277202463,0.025683504035452078,0.01151301695943581,-0.0002110143291094662,0.06287664645164757,0.019970061922684648,0.009227727889255348,0.0017126367218549404,6.349206349206349,0.00806217039542203,21.0,0.07538491494524832,127.01472090340324,0.9839936272858707,11.430045232603284,-0.22883950236093276,4.583510092126971,20.0,37.3015873015873,1.5873015873015872,1.4948130667962678,-0.015627952389267362,130.27908405284782,0.5598724194266498,0.03444584195291734,1.4621531538483479,0.5727632530446437,0.0011865160278453602,0.0
475,0.9358831951121858,0.6793874893263934,-319.5813808648593,5.555555555555555,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.04372855778170709,0.0007027394702574519,0.007913888872880774,0.18276763787299694,0.2832862297055119,36.507936507936506,24.0,0.07494985918594549,0.03247151167715144,0.013481884309127215,-0.0001163918168736829,0.06256504797990607,0.020057130286523082,0.010318609964585723,0.0009480265039799041,6.349206349206349,0.00806217039542203,23.0,0.08550782105640367,127.02052135269003,0.8830775124621747,11.10306137010777,-0.4286164916674765,4.895159687880495,23.0,36.507936507936506,1.5873015873015872,1.5634555853915995,-0.018807385832269298,121.6337788550916,0.5019124117827551,0.04115951979580053,1.7121993072591564,0.7369159016631384,0.0016941060698208955,0.0
476,0.7530648488914133,0.45834095501269323,-281.04573069061246,3.968253968253968,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.04274412260735512,0.4654436110767852,-0.009990127765670952,0.17408140392934415,0.27945395942713663,37.3015873015873,25.0,0.06706963400464276,0.028958162775129352,0.013885837335541718,0.0004272340451222683,0.05807117130546442,0.019157864986742122,0.010887569642824321,0.000304526758167091,7.936507936507936,0.008267022390431512,25.0,0.07670279741941728,127.02059639527653,1.0524292805758249,12.325444489792055,-0.23018500446530535,3.580665354332734,21.0,37.3015873015873,0.7936507936507936,1.1747182726645318,-0.016497885335457946,135.33347662065134,0.5915322417031692,0.03721536411816273,1.7635013416137981,0.5929644479459947,0.0013849833264474342,0.0
477,0.5827743783799559,0.7302549190584169,-222.4643316365647,7.142857142857142,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.04280704464085816,-0.37170893629849333,0.007662693827430574,0.140914995605694,0.282893556771417,36.507936507936506,27.0,0.06094600747922406,0.023722798490251773,0.014355363966805923,3.31950802453532e-06,0.05500391454070137,0.01881382571862037,0.010659595572500916,0.00038702106579125914,10.317460317460316,0.008267022390431512,26.0,0.06747536462364176,127.0223263991772,0.5893204327310796,13.579905834669827,-0.023426527651772618,3.257864184838269,19.0,36.507936507936506,0.7936507936507936,0.9743991043841629,-0.013018333700164546,128.25562967197772,0.5182546917201545,0.028957019933614922,1.8231312237843522,0.45887746329130397,0.0008385090034357719,0.0
